VTDID,PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,HOSPDIST,PARKDIST,TABMODEL,MAILBALLOT,REG7AM,EDR,SIGNATURES,AB_MB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSWTP,USPRSG,USPRSSLP,USPRSSWP,USPRSJFA,USPRSIND,USPRSWI,USPRSTOTAL,USSENR,USSENDFL,USSENLIB,USSENIA,USSENWI,USSENTOTAL,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,RV_TOTAL,turnout,trump_share_2024,harris_share_2024,trump_share_2020,biden_share_2020
271370881,Unorg Prct 18,881,Hay Lake Unorg,St. Louis,69,8,7,7B,4,6,3137,no data,no data,no data,Digital Scan 200,NO,66,1,52,8,0,0,60,31,28,1,0,0,0,0,0,0,0,60,26,31,1,1,0,59,33,27,0,60,0,0,0,0,33,26,0,59,37,21,2,60,67,0.8955223880597015,0.5166666666666667,0.4666666666666667,0.5522388059701493,0.4328358208955223
271370915,Sandy Twp,915,Sandy Twp,St. Louis,69,8,7,7B,4,6,3137,no data,no data,no data,Digital Scan 200,NO,233,8,195,21,0,0,216,119,93,1,2,0,0,0,0,0,0,215,91,120,3,2,0,216,118,98,0,216,0,0,0,0,120,92,0,212,130,77,9,216,241,0.8921161825726142,0.5534883720930233,0.4325581395348837,0.522633745,0.4609053497942387
271370940,Tower,940,Tower,St. Louis,69,8,3,3A,4,6,3137,no data,no data,no data,Digital Scan 200,NO,289,20,217,37,0,0,254,154,93,3,1,1,1,0,0,0,1,254,116,112,7,13,0,248,155,94,0,249,0,0,0,0,144,93,0,246,162,75,17,254,309,0.8220064724919094,0.6062992125984252,0.3661417322834646,0.5643939393939394,0.4090909090909091
271370945,Unorg Prct 4,945,Janette Lake Unorg,St. Louis,69,8,7,7A,7,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,205,3,0,174,0,0,174,87,82,1,3,0,0,0,0,0,0,173,75,91,4,0,1,171,101,71,1,173,0,0,0,0,93,73,1,167,117,50,7,174,208,0.8317307692307693,0.5028901734104047,0.4739884393063583,0.5245901639344263,0.4590163934426229
271370950,Unorg Prct 5,950,Heikkala Lake Unorg,St. Louis,69,8,7,7B,6,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,232,9,0,209,0,0,209,108,99,1,0,0,0,0,0,0,0,208,97,102,1,5,0,205,109,94,1,204,0,0,0,0,107,97,1,205,139,59,11,209,241,0.8630705394190872,0.5192307692307693,0.4759615384615384,0.5223880597014925,0.4676616915422885
271370965,Unorg Prct 7,965,McCormack Lake Unorg,St. Louis,69,8,7,7B,4,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,180,4,0,163,1,0,164,81,72,7,1,1,0,0,0,0,2,164,77,84,1,2,0,164,96,65,0,161,0,0,0,0,97,65,0,162,109,49,6,164,184,0.8913043478260869,0.4939024390243902,0.4390243902439024,0.5159235668789809,0.4394904458598726
271370971,Unorg Prct 16,971,Leander Lake Unorg,St. Louis,69,8,7,7B,4,6,3137,no data,no data,no data,Digital Scan 200,NO,112,8,78,28,0,0,106,68,36,0,1,0,0,0,0,0,1,106,54,50,0,1,0,105,67,37,0,104,0,0,0,0,69,36,0,105,60,42,4,106,120,0.8833333333333333,0.6415094339622641,0.3396226415094339,0.5925925925925926,0.4074074074074074
271370975,Unorg Prct 9,975,Birch Lake Unorg,St. Louis,69,8,3,3A,4,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,350,13,0,314,0,0,314,139,168,1,4,1,0,0,0,0,0,313,117,181,5,3,0,306,148,162,0,310,0,0,0,0,151,148,0,306,204,98,12,314,363,0.8622589531680441,0.4440894568690096,0.536741214,0.4711864406779661,0.5084745762711864
271370999,Unorg Prct 11,999,Sturgeon River Unorg,St. Louis,69,8,3,3A,4,6,3137,no data,360,no data,"Digital Scan 200, Digital Scan 950",YES,78,1,0,69,0,0,69,44,23,0,0,0,0,0,0,0,2,69,33,32,0,0,1,66,40,26,0,66,0,0,0,0,42,24,0,67,43,21,5,69,79,0.8734177215189873,0.6376811594202898,0.3333333333333333,0.5522388059701493,0.4328358208955223
271371000,Unorg Prct 13,1000,Sturgeon River Unorg,St. Louis,69,8,3,3A,4,6,3137,no data,360,no data,"Digital Scan 200, Digital Scan 950",YES,170,9,0,153,0,0,153,103,47,0,0,0,0,0,0,0,0,150,90,53,1,4,0,148,104,46,0,150,0,0,0,0,102,42,0,145,98,45,10,153,179,0.8379888268156425,0.6866666666666666,0.3133333333333333,0.6418918918918919,0.3445945945945945
271371001,Unorg Prct 19,1001,Nett Lake Unorg,St. Louis,69,8,3,3A,4,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,119,17,0,89,0,0,89,13,75,0,0,0,0,0,0,0,0,88,8,76,2,2,0,88,15,70,1,86,0,0,0,0,15,68,0,85,75,6,8,89,136,0.6470588235294118,0.1477272727272727,0.8522727272727273,0.1038961038961039,0.8701298701298701
271371002,Unorg Prct 21,1002,Northwest St. Louis Unorg,St. Louis,69,8,3,3A,4,6,3137,no data,360,no data,"Digital Scan 200, Digital Scan 950",YES,130,8,0,118,0,0,118,76,42,0,0,0,0,0,0,0,0,118,68,45,2,1,0,116,78,39,0,117,0,0,0,0,79,35,0,116,63,44,11,118,138,0.855072464,0.6440677966101694,0.3559322033898305,0.5614035087719298,0.4122807017543859
271371140,Willow Valley Twp,1140,Willow Valley Twp,St. Louis,69,8,3,3A,4,6,3137,no data,360,no data,"Digital Scan 200, Digital Scan 950",YES,81,2,0,72,0,0,72,47,23,0,2,0,0,0,0,0,0,72,47,23,0,1,0,71,47,24,0,71,0,0,0,0,50,20,0,71,37,31,4,72,83,0.8674698795180723,0.6527777777777778,0.3194444444444444,0.6363636363636364,0.3484848484848485
